,stopid,stopname,geometry
9445,15645.0,3rd / Martel,POINT (-118.350876 34.07003)
3243,5193.0,La Brea / 2nd,POINT (-118.343869 34.070839)
8170,13644.0,La Brea / 2nd,POINT (-118.344174 34.07125)
3240,5190.0,La Brea / 1st,POINT (-118.343882 34.073375)
8168,13641.0,La Brea / 1st,POINT (-118.344145 34.073726)
2241,3636.0,La Brea / Beverly,POINT (-118.343896 34.075934)
5627,9012.0,Beverly / Martel,POINT (-118.351251 34.076033)
5630,9015.0,Beverly / Poinsettia,POINT (-118.348384 34.076044)
9424,15622.0,3rd / Lorraine,POINT (-118.31984 34.069091)
5632,9018.0,Beverly / Rossmore,POINT (-118.327457 34.075814)
5637,9026.0,Beverly / Windsor,POINT (-118.319761 34.076101)
11577,140918.0,Beverly / Larchmont,POINT (-118.323387 34.076103)
7445,12340.0,Beverly / Rossmore,POINT (-118.326984 34.07628)
11566,140896.0,Beverly / Larchmont,POINT (-118.323883 34.076354)
11565,140895.0,Beverly / Windsor,POINT (-118.319336 34.076355)
2385,3857.0,Rossmore / Beverly,POINT (-118.327004 34.076445)
2386,3859.0,Rossmore / Rosewood,POINT (-118.327122 34.07881)
11624,141016.0,Rossmore / Rosewood,POINT (-118.327424 34.079087)
5625,9007.0,Beverly / La Brea,POINT (-118.344293 34.076059)
11569,140901.0,Beverly / Poinsettia,POINT (-118.348881 34.076296)
272,421.0,Beverly / La Brea,POINT (-118.343799 34.076313)
7322,12127.0,La Brea / Beverly,POINT (-118.344199 34.076392)
2246,3643.0,La Brea / Oakwood,POINT (-118.343895 34.07808)
7327,12135.0,La Brea / Oakwood,POINT (-118.344201 34.078491)
2247,3644.0,La Brea / Rosewood,POINT (-118.343897 34.080072)
7328,12136.0,La Brea / Rosewood,POINT (-118.344202 34.080483)
2245,3642.0,La Brea / Melrose,POINT (-118.343893 34.083246)
1968,3215.0,Melrose / La Brea,POINT (-118.344214 34.083327)
5621,9002.0,Beverly / Highland,POINT (-118.338732 34.076064)
5623,9004.0,Beverly / June,POINT (-118.334865 34.076077)
11568,140898.0,Beverly / Highland,POINT (-118.338403 34.076317)
11567,140897.0,Beverly / June,POINT (-118.334526 34.076323)
1966,3213.0,Melrose / Highland,POINT (-118.338243 34.083344)
1982,3233.0,Melrose / Wilcox,POINT (-118.331133 34.083347)
1967,3214.0,Melrose / June,POINT (-118.334333 34.08336)
7099,11703.0,Melrose / Highland,POINT (-118.338905 34.083595)
7116,11724.0,Melrose / Wilcox,POINT (-118.330803 34.083601)
7100,11704.0,Melrose / June,POINT (-118.334014 34.083622)
1959,3203.0,Arden Layover,POINT (-118.326108 34.082935)
11496,140732.0,Rossmore / Melrose,POINT (-118.326463 34.083349)
1958,3202.0,Melrose / Arden,POINT (-118.326189 34.083366)
1970,3217.0,Melrose / Larchmont,POINT (-118.323828 34.08337)
1981,3232.0,Melrose / Windsor,POINT (-118.319709 34.083381)
7091,11691.0,Melrose / Vine,POINT (-118.326943 34.083617)
7103,11707.0,Melrose / Larchmont,POINT (-118.323498 34.083623)
7115,11723.0,Melrose / Windsor,POINT (-118.31937 34.08364)
9376,15536.0,Vine / Melrose,POINT (-118.326765 34.083697)
9381,15541.0,Vine / Willoughby,POINT (-118.326767 34.08686)
5274,8450.0,Wilshire / Saint Andrews,POINT (-118.311 34.061841)
12071,65300067.0,Western / Wilshire,POINT (-118.309227 34.061911)
3650,5775.0,Western / Wilshire,POINT (-118.308924 34.062058)
577,956.0,6th / Oxford Terminal,POINT (-118.308442 34.063032)
11882,13000137.0,6th / Private Right-Of-Way,POINT (-118.313359 34.064022)
8467,14122.0,Western / 5th,POINT (-118.309244 34.065495)
3629,5739.0,Western / 5th,POINT (-118.30894 34.065633)
3624,5729.0,Western / 3rd,POINT (-118.308951 34.068631)
4600,7290.0,3rd / Norton,POINT (-118.317481 34.068839)
4614,7304.0,3rd / Wilton,POINT (-118.313796 34.068846)
8238,13764.0,Normandie / 6th,POINT (-118.300481 34.063747)
3339,5336.0,Normandie / 6th,POINT (-118.300244 34.063858)
3335,5331.0,Normandie / 5th,POINT (-118.300239 34.065259)
8232,13755.0,Normandie / 4th,POINT (-118.300476 34.066935)
3331,5327.0,Normandie / 4th,POINT (-118.30024 34.067485)
4593,7281.0,3rd / Hobart,POINT (-118.305634 34.06887)
4595,7284.0,3rd / Kingsley,POINT (-118.303019 34.068885)
4599,7289.0,3rd / Normandie,POINT (-118.300027 34.068906)
4581,7269.0,3rd / Alexandria,POINT (-118.298099 34.068919)
9440,15638.0,3rd / Hobart,POINT (-118.305205 34.069124)
4608,7298.0,3rd / Saint Andrews,POINT (-118.311756 34.068852)
4613,7303.0,3rd / Western,POINT (-118.309339 34.068855)
9447,15647.0,3rd / Norton,POINT (-118.316941 34.069094)
9462,15663.0,3rd / Wilton,POINT (-118.314527 34.069097)
9455,15655.0,3rd / Saint Andrews,POINT (-118.311426 34.069105)
9461,15662.0,3rd / Western,POINT (-118.308877 34.069109)
8462,14113.0,Western / 3rd,POINT (-118.30926 34.069119)
3619,5724.0,Western / 2nd,POINT (-118.308964 34.071021)
8458,14108.0,Western / 2nd,POINT (-118.309268 34.071295)
3617,5721.0,Western / 1st,POINT (-118.308973 34.073574)
9458,15659.0,3rd / Vermont,POINT (-118.29132 34.06893)
9434,15632.0,3rd / Catalina,POINT (-118.29525 34.069176)
4611,7301.0,3rd / Vermont,POINT (-118.29142 34.069185)
11605,140971.0,Vermont / 3rd,POINT (-118.291807 34.06925)
11590,140947.0,Vermont / 3rd,POINT (-118.2915 34.069334)
9294,15439.0,Vermont / 1st,POINT (-118.291818 34.072548)
3572,5652.0,Vermont / 1st,POINT (-118.291515 34.072631)
11660,141085.0,Vermont / Beverly,POINT (-118.291527 34.076121)
5624,9005.0,Beverly / Kenmore,POINT (-118.296718 34.076188)
278,429.0,Beverly / Vermont,POINT (-118.291352 34.076215)
9441,15640.0,3rd / Kingsley,POINT (-118.303185 34.069137)
9446,15646.0,3rd / Normandie,POINT (-118.30016 34.069156)
9427,15625.0,3rd / Alexandria,POINT (-118.297717 34.069173)
8229,13752.0,Normandie / 3rd,POINT (-118.300477 34.069193)
3328,5324.0,Normandie / 3rd,POINT (-118.30024 34.069304)
7554,12546.0,Normandie / 1st,POINT (-118.300497 34.072911)
2483,4056.0,Normandie / 1st,POINT (-118.30026 34.073049)
2353,3807.0,Normandie / Beverly,POINT (-118.300274 34.076075)
5614,8990.0,Beverly / Hobart,POINT (-118.306209 34.076142)
5628,9013.0,Beverly / Normandie,POINT (-118.300559 34.076167)
7508,12475.0,Western / 1st,POINT (-118.309278 34.073829)
7498,12460.0,Western / Beverly,POINT (-118.309292 34.075794)
11578,140920.0,Manhattan / Beverly Layover,POINT (-118.31016 34.075805)
12070,65300065.0,Western / Beverly,POINT (-118.309289 34.076041)
2434,3985.0,Western / Beverly,POINT (-118.308982 34.076055)
5635,9021.0,Beverly / Van Ness,POINT (-118.315874 34.076123)
5636,9025.0,Beverly / Wilton,POINT (-118.313744 34.076126)
285,442.0,Beverly / Western,POINT (-118.309385 34.076134)
11564,140894.0,Beverly / Van Ness,POINT (-118.315545 34.076376)
11563,140893.0,Beverly / Wilton Pl,POINT (-118.313326 34.076379)
265,404.0,Beverly / Hobart,POINT (-118.305879 34.076396)
274,425.0,Beverly / Normandie,POINT (-118.300229 34.076421)
7411,12292.0,Normandie / Beverly,POINT (-118.300514 34.076514)
2359,3813.0,Normandie / Rosewood,POINT (-118.300304 34.078891)
7417,12298.0,Normandie / Rosewood,POINT (-118.300543 34.079165)
2356,3810.0,Normandie / Maplewood,POINT (-118.30032 34.080545)
7412,12293.0,Normandie / Clinton,POINT (-118.300558 34.080627)
7415,12296.0,Normandie / Melrose,POINT (-118.300564 34.083293)
2357,3811.0,Normandie / Melrose,POINT (-118.300327 34.083348)
1965,3212.0,Melrose / Harvard,POINT (-118.304756 34.083422)
271,420.0,Beverly / Kenmore,POINT (-118.296389 34.076441)
281,432.0,Beverly / Vermont,POINT (-118.291997 34.076466)
7486,12439.0,Vermont / Beverly,POINT (-118.291835 34.076477)
11599,140960.0,Vermont / Beverly,POINT (-118.291839 34.076615)
2432,3974.0,Vermont / Rosewood,POINT (-118.291543 34.078913)
7495,12456.0,Vermont / Rosewood,POINT (-118.291848 34.079255)
7487,12441.0,Vermont / Clinton,POINT (-118.291861 34.081921)
2423,3960.0,Vermont / Clinton,POINT (-118.291557 34.082059)
11604,140970.0,Vermont / Melrose,POINT (-118.291552 34.083411)
7090,11689.0,Melrose / Alexandria,POINT (-118.29755 34.083446)
283,434.0,Beverly / Western,POINT (-118.308891 34.076391)
7499,12461.0,Western / Elmwood,POINT (-118.309301 34.078437)
2435,3986.0,Western / Elmwood,POINT (-118.308998 34.078438)
2438,3990.0,Western / Maplewood,POINT (-118.308993 34.079757)
7504,12469.0,Western / Maplewood,POINT (-118.309299 34.080462)
7505,12470.0,Western / Melrose,POINT (-118.309289 34.083161)
1977,3227.0,Melrose / Van Ness,POINT (-118.315888 34.083385)
1980,3231.0,Melrose / Wilton,POINT (-118.313676 34.083391)
2908,4716.0,Melrose / Western,POINT (-118.308802 34.083397)
7114,11722.0,Melrose / Wilton,POINT (-118.313346 34.083645)
1960,3205.0,Melrose / Heliotrope,POINT (-118.295466 34.083462)
1978,3228.0,Melrose / Vermont,POINT (-118.291873 34.083476)
7089,11688.0,Melrose / Alexandria,POINT (-118.297617 34.083701)
7094,11698.0,Melrose / Edgemont,POINT (-118.295863 34.083711)
7112,11719.0,Melrose / Vermont,POINT (-118.292234 34.083728)
2430,3970.0,Vermont / Melrose,POINT (-118.291861 34.083795)
2431,3971.0,Vermont / Monroe,POINT (-118.291563 34.085518)
7494,12453.0,Vermont / Monroe,POINT (-118.291868 34.085957)
4469,7091.0,Vermont / Normal,POINT (-118.291573 34.086538)
4467,7087.0,Vermont / Lockwood,POINT (-118.291577 34.088612)
8055,13421.0,Fairfax / Wilshire,POINT (-118.361803 34.062579)
1302,2161.0,Wilshire / Mc Carthy Vista,POINT (-118.364962 34.063245)
10053,16664.0,Wilshire / Crescent Heights,POINT (-118.364924 34.063501)
1301,2160.0,Wilshire / La Jolla,POINT (-118.367971 34.063588)
1379,2264.0,Wilshire / La Jolla,POINT (-118.368584 34.063921)
3267,5220.0,La Cienega / San Vicente,POINT (-118.37621 34.070314)
3264,5216.0,La Cienega / 4th,POINT (-118.37627 34.071897)
4589,7277.0,3rd / Crescent Heights,POINT (-118.366011 34.072035)
9435,15633.0,3rd / Crescent Heights,POINT (-118.365639 34.07224)
2257,3654.0,La Cienega / Colgate,POINT (-118.376528 34.070582)
8187,13665.0,La Cienega / San Vicente,POINT (-118.376567 34.071824)
8291,13832.0,Robertson / Burton,POINT (-118.383598 34.071997)
5683,9125.0,Burton / La Peer,POINT (-118.386608 34.072493)
9437,15635.0,3rd / Gardner,POINT (-118.353496 34.070536)
4585,7273.0,3rd / Burnside,POINT (-118.355365 34.070564)
9432,15630.0,3rd / Burnside,POINT (-118.35499 34.070768)
4602,7292.0,3rd / Ogden,POINT (-118.358729 34.071032)
1053,1780.0,Fairfax / 3rd,POINT (-118.361616 34.071224)
9449,15649.0,3rd / Ogden,POINT (-118.358842 34.071304)
4590,7278.0,3rd / Fairfax,POINT (-118.361108 34.07138)
9436,15634.0,3rd / Fairfax,POINT (-118.361152 34.07164)
8051,13416.0,Fairfax / 3rd,POINT (-118.361562 34.071768)
3077,4973.0,Fairfax / 3rd,POINT (-118.361255 34.071824)
12078,70500002.0,La Cienega / 3rd,POINT (-118.376636 34.073195)
4580,7268.0,3rd / La Cienega,POINT (-118.376702 34.073299)
8298,13841.0,Robertson / 3rd,POINT (-118.383901 34.07334)
10215,16922.0,3rd / Willaman,POINT (-118.380728 34.073468)
4606,7296.0,3rd / Robertson,POINT (-118.383419 34.073484)
8190,13668.0,3rd / La Cienega,POINT (-118.376792 34.073566)
12077,70500001.0,La Cienega / 3rd,POINT (-118.37634 34.073614)
9454,15654.0,3rd / Sherbourne,POINT (-118.379861 34.073718)
3716,5898.0,San Vicente / Gracie Allen,POINT (-118.37839 34.074827)
10285,17051.0,San Vicente / Gracie Allen,POINT (-118.37843 34.074893)
4609,7299.0,3rd / Sweetzer,POINT (-118.369705 34.072516)
9456,15656.0,3rd / Sweetzer,POINT (-118.369825 34.072785)
4603,7293.0,3rd / Orlando,POINT (-118.372833 34.072861)
9450,15650.0,3rd / Orlando,POINT (-118.373446 34.073189)
5638,9028.0,Beverly / La Cienega,POINT (-118.375974 34.07594)
5629,9014.0,Beverly / Orlando,POINT (-118.373306 34.075948)
5633,9019.0,Beverly / Sweetzer,POINT (-118.370172 34.07596)
5618,8998.0,Beverly / Crescent Heights,POINT (-118.366002 34.07597)
11575,140910.0,Beverly / Orlando,POINT (-118.372977 34.076202)
11574,140909.0,Beverly / Sweetzer,POINT (-118.369843 34.076214)
7242,11991.0,Fairfax / 1st,POINT (-118.361565 34.074107)
2149,3498.0,Fairfax / 1st,POINT (-118.361262 34.074176)
5619,8999.0,Beverly / Fairfax,POINT (-118.361091 34.075982)
5613,8989.0,Beverly / Genesee,POINT (-118.358539 34.075995)
5612,8988.0,Beverly / Curson,POINT (-118.355124 34.076014)
5620,9001.0,Beverly / Gardner,POINT (-118.353371 34.076024)
11572,140907.0,Beverly / Fairfax,POINT (-118.361208 34.076235)
7234,11981.0,Fairfax / Beverly,POINT (-118.361575 34.076245)
11571,140906.0,Beverly / Genesee,POINT (-118.35821 34.076249)
11570,140903.0,Beverly / Gardner,POINT (-118.353042 34.076278)
834,1428.0,San Vicente / Gracie Allen,POINT (-118.378767 34.0749)
7338,12146.0,La Cienega / Beverly,POINT (-118.376729 34.075654)
2256,3653.0,La Cienega / Beverly,POINT (-118.376448 34.076345)
2259,3656.0,La Cienega / Rosewood,POINT (-118.376396 34.080063)
2142,3491.0,Fairfax / Beverly,POINT (-118.361298 34.07635)
7237,11985.0,Fairfax / Oakwood,POINT (-118.361579 34.077943)
2146,3495.0,Fairfax / Oakwood,POINT (-118.361277 34.078493)
7238,11986.0,Fairfax / Rosewood,POINT (-118.36159 34.079908)
2147,3496.0,Fairfax / Rosewood,POINT (-118.361289 34.080458)
1963,3210.0,Melrose / Gardner,POINT (-118.353389 34.083526)
7236,11984.0,Fairfax / Melrose,POINT (-118.361593 34.083557)
1976,3226.0,Melrose / Spaulding,POINT (-118.357531 34.083618)
2145,3494.0,Fairfax / Melrose,POINT (-118.361289 34.08364)
1973,3222.0,Melrose / Ogden,POINT (-118.359622 34.083667)
11573,140908.0,Beverly / Crescent Heights,POINT (-118.365673 34.076224)
1974,3224.0,Melrose / Orlando,POINT (-118.373421 34.083279)
1964,3211.0,Melrose / Harper,POINT (-118.369225 34.083583)
1962,3209.0,Melrose / Crescent Heights,POINT (-118.366042 34.083634)
7107,11714.0,Melrose / Orlando,POINT (-118.373067 34.083714)
7097,11701.0,Melrose / Harper,POINT (-118.368903 34.083842)
7093,11697.0,Melrose / Crescent Heights,POINT (-118.365719 34.083893)
7095,11699.0,Melrose / Fairfax,POINT (-118.361773 34.083955)
1975,3225.0,Melrose / Poinsettia,POINT (-118.348812 34.083427)
1971,3220.0,Melrose / Martel,POINT (-118.351275 34.08348)
7101,11705.0,Melrose / La Brea,POINT (-118.343881 34.083578)
7326,12134.0,La Brea / Melrose,POINT (-118.344209 34.083651)
7108,11715.0,Melrose / Poinsettia,POINT (-118.348476 34.083675)
7104,11710.0,Melrose / Martel,POINT (-118.351435 34.083738)
2255,3652.0,La Brea / Willoughby,POINT (-118.343912 34.086884)
7337,12145.0,La Brea / Willoughby,POINT (-118.344174 34.087196)
11302,25001.0,Santa Monica / Highland Layover,POINT (-118.338421 34.088993)
3771,6019.0,Santa Monica / Highland,POINT (-118.33819 34.090574)
3779,6028.0,Santa Monica / Orange,POINT (-118.341773 34.090594)
3777,6025.0,Santa Monica / Las Palmas,POINT (-118.336439 34.090603)
3800,6059.0,Santa Monica / Wilcox,POINT (-118.331145 34.090613)
8619,14407.0,Santa Monica / Orange,POINT (-118.341444 34.090848)
3770,6018.0,Santa Monica / Highland,POINT (-118.338921 34.090855)
8617,14404.0,Santa Monica / Las Palmas,POINT (-118.33611 34.090857)
8641,14440.0,Santa Monica / Wilcox,POINT (-118.330816 34.090866)
11303,25002.0,Highland / Santa Monica,POINT (-118.338439 34.091002)
7324,12132.0,La Brea / Fountain,POINT (-118.34424 34.094481)
2254,3651.0,La Brea / Sunset,POINT (-118.343963 34.097784)
4548,7184.0,Vine / Lexington,POINT (-118.326477 34.09284)
4547,7183.0,Vine / Fountain,POINT (-118.326479 34.094239)
9373,15533.0,Vine / Fountain,POINT (-118.326784 34.094513)
9372,15532.0,Vine / De Longpre,POINT (-118.326793 34.095911)
4546,7182.0,Vine / De Longpre,POINT (-118.326491 34.096462)
9380,15540.0,Vine / Sunset,POINT (-118.326803 34.097741)
4053,6433.0,Sunset / Vine,POINT (-118.326322 34.097891)
4044,6421.0,Sunset / Gower,POINT (-118.322467 34.097907)
5046,8031.0,Sunset / Bronson,POINT (-118.31814 34.097929)
9845,16310.0,Sunset / Ivar,POINT (-118.328575 34.098138)
7299,12090.0,Highland / Fountain,POINT (-118.338767 34.094532)
2215,3601.0,Highland / Fountain,POINT (-118.338464 34.094601)
2221,3610.0,Highland / Sunset,POINT (-118.338496 34.097783)
5061,8052.0,Sunset / Orange,POINT (-118.341711 34.097857)
5055,8045.0,Sunset / Highland,POINT (-118.338814 34.097862)
5047,8032.0,Sunset / Cherokee,POINT (-118.335445 34.097866)
5082,8084.0,Sunset / Wilcox,POINT (-118.331174 34.097875)
5035,8016.0,Sunset / Ivar,POINT (-118.328905 34.097884)
9869,16339.0,Sunset / Orange,POINT (-118.34121 34.098111)
9863,16332.0,Sunset / Highland,POINT (-118.338484 34.098116)
5058,8049.0,Sunset / La Brea,POINT (-118.34428 34.097863)
5053,8041.0,Sunset / Poinsettia,POINT (-118.348495 34.097881)
5059,8050.0,Sunset / Martel,POINT (-118.350798 34.097894)
9866,16336.0,Sunset / La Brea,POINT (-118.343951 34.098117)
9870,16340.0,Sunset / Poinsettia,POINT (-118.348496 34.098134)
9867,16337.0,Sunset / Martel,POINT (-118.34987 34.098141)
7336,12144.0,La Brea / Sunset,POINT (-118.344325 34.09816)
2244,3641.0,La Brea / Hawthorn,POINT (-118.344639 34.100643)
7325,12133.0,La Brea / Hollywood,POINT (-118.345282 34.101284)
6715,11022.0,Hollywood / La Brea,POINT (-118.345385 34.10146)
9855,16322.0,Sunset / Cherokee,POINT (-118.335115 34.09812)
9891,16368.0,Sunset / Wilcox,POINT (-118.330844 34.098129)
7303,12097.0,Highland / Sunset,POINT (-118.338805 34.098261)
6641,10879.0,Hawthorn / Orange,POINT (-118.341054 34.10042)
7301,12092.0,Highland / Hollywood,POINT (-118.338831 34.100489)
6638,10861.0,Highland / Hollywood,POINT (-118.338821 34.101173)
1502,2490.0,Hollywood / Sycamore,POINT (-118.343483 34.101438)
1498,2485.0,Hollywood / Highland,POINT (-118.338353 34.101439)
1499,2487.0,Hollywood / Las Palmas,POINT (-118.336291 34.10145)
1508,2498.0,Hollywood / Whitley,POINT (-118.333487 34.10146)
8879,14807.0,Sunset / Vine,POINT (-118.326983 34.098142)
8871,14791.0,Sunset / Gower,POINT (-118.322138 34.098161)
9854,16321.0,Sunset / Bronson,POINT (-118.317811 34.098183)
4551,7191.0,Vine / Sunset,POINT (-118.326501 34.098292)
4550,7188.0,Vine / Selma,POINT (-118.326507 34.099663)
9378,15538.0,Vine / Selma,POINT (-118.326812 34.099953)
6706,11010.0,Hollywood / Vine Station,POINT (-118.325614 34.100218)
702,1203.0,Argyle / Hollywood,POINT (-118.325262 34.101422)
1487,2473.0,Hollywood / Ivar,POINT (-118.328324 34.101494)
11780,142313.0,Hollywood / Vine,POINT (-118.326907 34.101503)
1489,2476.0,Hollywood / Argyle,POINT (-118.325355 34.101513)
1496,2483.0,Hollywood / Gower,POINT (-118.322527 34.101531)
1957,3201.0,Hollywood / Gower,POINT (-118.321862 34.101532)
1490,2477.0,Hollywood / Bronson,POINT (-118.318164 34.101562)
1507,2497.0,Hollywood / Vine,POINT (-118.326991 34.101756)
1485,2471.0,Hollywood / Argyle,POINT (-118.325029 34.101766)
11887,13000144.0,Vine / Hollywood,POINT (-118.326505 34.101771)
6713,11017.0,Hollywood / Gower,POINT (-118.322198 34.101785)
6707,11011.0,Hollywood / Bronson,POINT (-118.318247 34.101815)
5377,8583.0,Yucca / Vine,POINT (-118.326899 34.103712)
1505,2494.0,Hollywood / Wilcox,POINT (-118.331195 34.101475)
1491,2478.0,Hollywood / Cahuenga,POINT (-118.329781 34.101484)
6717,11027.0,Hollywood / Sycamore,POINT (-118.343147 34.101686)
11452,104718.0,Hollywood / Highland,POINT (-118.339014 34.101689)
7302,12093.0,Highland / Hollywood,POINT (-118.338529 34.101702)
6716,11023.0,Hollywood / Las Palmas,POINT (-118.335962 34.101703)
6723,11034.0,Hollywood / Whitley,POINT (-118.333158 34.101714)
6719,11029.0,Hollywood / Wilcox,POINT (-118.330865 34.101729)
6708,11012.0,Hollywood / Cahuenga,POINT (-118.329286 34.101738)
5376,8582.0,Yucca / Cahuenga,POINT (-118.329371 34.10392)
2261,3658.0,La Cienega / Waring,POINT (-118.376323 34.085196)
7342,12151.0,La Cienega / Waring,POINT (-118.376622 34.085476)
10274,17013.0,Melrose / Fairfax,POINT (-118.361111 34.083698)
7096,11700.0,Melrose / Gardner,POINT (-118.353053 34.083774)
7110,11717.0,Melrose / Spaulding,POINT (-118.357195 34.083864)
7106,11712.0,Melrose / Ogden,POINT (-118.359778 34.083922)
6356,10409.0,Fairfax / Willoughby,POINT (-118.361594 34.086959)
2143,3492.0,Fairfax / Fountain,POINT (-118.36138 34.094744)
7243,11992.0,Fairfax / Sunset,POINT (-118.361687 34.097779)
5054,8042.0,Sunset / Gardner,POINT (-118.352998 34.097912)
2150,3499.0,Fairfax / Sunset,POINT (-118.361384 34.097918)
3754,5989.0,Crescent Heights / Sunset,POINT (-118.365575 34.097842)
5049,8034.0,Sunset / Crescent Heights,POINT (-118.365804 34.09788)
4036,6407.0,Sunset / Fairfax,POINT (-118.361784 34.097928)
9857,16324.0,Sunset / Crescent Heights,POINT (-118.365481 34.098139)
5062,8055.0,Sunset / Stanley,POINT (-118.356364 34.097941)
9862,16330.0,Sunset / Gardner,POINT (-118.352665 34.098161)
9871,16342.0,Sunset / Stanley,POINT (-118.355938 34.098187)
11453,104720.0,Fairfax / Hollywood,POINT (-118.361708 34.101071)
2144,3493.0,Fairfax / Hollywood,POINT (-118.361405 34.10121)
1495,2482.0,Hollywood / Gardner,POINT (-118.353006 34.101531)
1492,2479.0,Hollywood / Curson,POINT (-118.355193 34.101547)
1483,2468.0,Hollywood / Genesee,POINT (-118.358374 34.101579)
6712,11016.0,Hollywood / Gardner,POINT (-118.352674 34.10178)
6709,11013.0,Hollywood / Curson,POINT (-118.35486 34.101795)
11380,32168.0,Laurel Canyon / Dona Pegita,POINT (-118.38112 34.1312)
11372,32160.0,Laurel Canyon / Dona Pegita,POINT (-118.381195 34.131683)
9223,15343.0,Ventura / Berry,POINT (-118.381918 34.139568)
11383,32171.0,Crescent Heights / Sunset,POINT (-118.365788 34.098152)
7241,11989.0,Sunset / Fairfax,POINT (-118.361868 34.09818)
11382,32170.0,Laurel Canyon / Hollywood,POINT (-118.365556 34.101596)
11370,32158.0,Laurel Canyon / Hollywood,POINT (-118.365297 34.102162)
11381,32169.0,Laurel Canyon / Lookout Mountain,POINT (-118.374346 34.114973)
11371,32159.0,Laurel Canyon / Willow Glen,POINT (-118.374226 34.11541)
10738,17715.0,Laurel Canyon / Mulholland,POINT (-118.375548 34.123647)
10739,17716.0,Laurel Canyon / Mulholland,POINT (-118.375407 34.123881)
1719,2831.0,Ventura / Lankershim,POINT (-118.363877 34.137925)
3703,5858.0,Ventura / Fruitland,POINT (-118.365583 34.138796)
6721,11031.0,Hollywood / Nichols Canyon,POINT (-118.358375 34.101831)
5687,9133.0,Cahuenga / Universal Studios,POINT (-118.353066 34.132074)
333,548.0,Cahuenga / Universal Studios,POINT (-118.353024 34.132332)
5697,9144.0,Cahuenga / Broadlawn,POINT (-118.356102 34.132818)
340,556.0,Cahuenga / Broadlawn,POINT (-118.355664 34.13297)
5694,9141.0,Cahuenga / Regal,POINT (-118.360846 34.134733)
335,551.0,Cahuenga / Regal Pl,POINT (-118.360751 34.134975)
1704,2810.0,Lankershim / Valleyheart,POINT (-118.361075 34.141775)
10923,18132.0,Cahuenga / Lankershim,POINT (-118.361569 34.143631)
1972,3221.0,Melrose / Normandie,POINT (-118.300611 34.083441)
7098,11702.0,Melrose / Harvard,POINT (-118.30409 34.083677)
7105,11711.0,Melrose / Normandie,POINT (-118.300282 34.083694)
7556,12548.0,Normandie / Monroe,POINT (-118.300572 34.085315)
2485,4058.0,Normandie / Monroe,POINT (-118.300334 34.085453)
7416,12297.0,Normandie / Romaine,POINT (-118.300589 34.088269)
2358,3812.0,Normandie / Romaine,POINT (-118.300351 34.088407)
2360,3814.0,Normandie / Santa Monica,POINT (-118.300359 34.090611)
3772,6020.0,Santa Monica / Hobart,POINT (-118.304838 34.090632)
3375,5387.0,Santa Monica / Normandie,POINT (-118.299785 34.090705)
7113,11721.0,Melrose / Western,POINT (-118.309463 34.083652)
7111,11718.0,Melrose / Van Ness,POINT (-118.315969 34.083663)
2439,3992.0,Western / Melrose,POINT (-118.308978 34.083906)
7502,12467.0,Western / Lemon Grove,POINT (-118.309293 34.086826)
2437,3988.0,Western / Lemon Grove,POINT (-118.308989 34.086827)
7506,12472.0,Western / Romaine,POINT (-118.309301 34.088228)
2440,3993.0,Western / Romaine,POINT (-118.308999 34.088778)
7507,12474.0,Western / Santa Monica,POINT (-118.309318 34.090206)
3781,6032.0,Santa Monica / Van Ness,POINT (-118.315893 34.090637)
3784,6036.0,Santa Monica / Wilton,POINT (-118.313726 34.09064)
4552,7192.0,Vine / Willoughby,POINT (-118.326464 34.086998)
4549,7187.0,Vine / Santa Monica,POINT (-118.326478 34.090537)
3374,5386.0,Santa Monica / Vine,POINT (-118.326329 34.090595)
3769,6017.0,Santa Monica / Gower,POINT (-118.322426 34.090625)
537,871.0,Santa Monica / Bronson,POINT (-118.317726 34.090635)
8634,14432.0,Santa Monica / Vine,POINT (-118.326955 34.090871)
8610,14395.0,Santa Monica / Gower,POINT (-118.322096 34.090879)
540,878.0,Santa Monica / Bronson,POINT (-118.31776 34.090888)
9377,15537.0,Vine / Santa Monica,POINT (-118.326777 34.090951)
9374,15534.0,Vine / Lexington,POINT (-118.32678 34.092702)
2429,3969.0,Vermont / Lockwood,POINT (-118.291882 34.088887)
7496,12457.0,Vermont / Santa Monica,POINT (-118.291894 34.090461)
11884,13000139.0,Vermont / Santa Monica,POINT (-118.291894 34.090626)
3765,6013.0,Santa Monica / Edgemont,POINT (-118.296221 34.090734)
3782,6033.0,Santa Monica / Vermont,POINT (-118.29203 34.090771)
8605,14390.0,Santa Monica / Edgemont,POINT (-118.295892 34.09099)
8582,14349.0,Santa Monica / Vermont,POINT (-118.291945 34.090999)
11591,140948.0,Vermont / Santa Monica,POINT (-118.291589 34.091149)
7492,12448.0,Vermont / Lexington,POINT (-118.2919 34.093179)
2428,3968.0,Vermont / Lexington,POINT (-118.29159 34.093317)
8637,14436.0,Santa Monica / Western,POINT (-118.308914 34.09066)
8622,14412.0,Santa Monica / Van Ness,POINT (-118.316059 34.090889)
8624,14416.0,Santa Monica / Wilton,POINT (-118.313393 34.090894)
3797,6056.0,Santa Monica / Western,POINT (-118.309493 34.090912)
2441,3995.0,Western / Santa Monica,POINT (-118.309012 34.091388)
