,stopid,stopname,geometry
1631,2701.0,Jefferson / Beethoven,POINT (-118.420644 33.976149)
6821,11194.0,Jefferson / McConnell,POINT (-118.41856 33.977035)
9725,16109.0,Manchester / Saran,POINT (-118.432477 33.959903)
910,1557.0,Manchester / Hastings,POINT (-118.428803 33.95991)
9726,16110.0,Manchester / Stanmoor,POINT (-118.425288 33.959917)
12062,65300037.0,Waters Edge / Jefferson,POINT (-118.428491 33.973515)
11853,176153.0,Jefferson / Concert Park,POINT (-118.423935 33.974703)
5410,8683.0,Jefferson / Alla,POINT (-118.424226 33.974869)
1991,3248.0,Mindanao / Lincoln,POINT (-118.438742 33.98067)
7124,11742.0,Mindanao / Lincoln,POINT (-118.438993 33.980727)
1632,2702.0,Jefferson / McConnell,POINT (-118.419217 33.977052)
1633,2703.0,Jefferson / Westlawn,POINT (-118.41367 33.979171)
6823,11197.0,Jefferson / Westlawn,POINT (-118.41375 33.97942)
1634,2704.0,Jefferson / Campus Center,POINT (-118.408779 33.981331)
6820,11193.0,Jefferson / Centinela,POINT (-118.40905 33.981486)
5719,9186.0,Centinela / Lucille,POINT (-118.411249 33.983295)
11560,140878.0,Jefferson / Centinela,POINT (-118.404688 33.983974)
7319,12124.0,Jefferson / Inglewood,POINT (-118.405081 33.984039)
1921,3129.0,Manchester / Pershing,POINT (-118.442143 33.956339)
914,1561.0,Manchester / Pershing,POINT (-118.442257 33.956592)
1402,2330.0,Culver / Pacific,POINT (-118.449016 33.958295)
574,952.0,Culver / Vista Del Mar,POINT (-118.448714 33.958621)
5876,9501.0,Culver / Vista Del Mar,POINT (-118.44838 33.9591)
2659,4360.0,Pershing / Rees,POINT (-118.44423 33.959291)
9302,15450.0,Via Marina / Pacific,POINT (-118.455272 33.966183)
7623,12693.0,Pacific / Topsail,POINT (-118.45716 33.968893)
7622,12690.0,Pacific / Lighthouse,POINT (-118.460425 33.973214)
7621,12689.0,Pacific / Hurricane,POINT (-118.462375 33.975732)
7619,12687.0,Pacific / Fleet,POINT (-118.462927 33.976442)
7618,12686.0,Pacific / Driftwood,POINT (-118.464076 33.977907)
9985,16524.0,Washington / Pacific,POINT (-118.465267 33.979807)
9986,16527.0,Washington / Via Dolce,POINT (-118.463581 33.98085)
9987,16528.0,Washington / Via Marina,POINT (-118.461165 33.982398)
5184,8245.0,Washington / Palawan,POINT (-118.458752 33.983899)
1916,3123.0,Main / Venice,POINT (-118.470849 33.987463)
3555,5630.0,Venice / Washington,POINT (-118.464525 33.987526)
7484,12430.0,Venice Bl / Venice Wy,POINT (-118.465938 33.987749)
7060,11599.0,Main / Grand,POINT (-118.470752 33.98795)
3553,5628.0,Venice / Abbot Kinney,POINT (-118.462338 33.988796)
7481,12427.0,Venice / Abbot Kinney,POINT (-118.462974 33.989211)
7483,12429.0,Venice / Shell,POINT (-118.459401 33.991008)
1909,3105.0,Main / Brooks,POINT (-118.474115 33.992157)
7059,11590.0,Main / Brooks,POINT (-118.47393 33.992279)
1913,3119.0,Main / Sunset Layover,POINT (-118.476264 33.994287)
4352,6909.0,Venice / Grand View,POINT (-118.455618 33.992336)
7482,12428.0,Venice / Meade,POINT (-118.455792 33.9928)
3554,5629.0,Venice / Lincoln,POINT (-118.452263 33.994038)
8397,14012.0,Venice / Lincoln,POINT (-118.45322 33.994093)
4389,6970.0,Venice / Walgrove,POINT (-118.4461 33.997144)
9207,15320.0,Venice / Walgrove,POINT (-118.446366 33.997501)
4351,6907.0,Venice High School,POINT (-118.444231 33.99808)
9183,15285.0,Venice / Maplewood,POINT (-118.444355 33.998503)
9169,15263.0,Venice / Beethoven,POINT (-118.441516 33.999931)
7062,11604.0,Main / Sunset,POINT (-118.476289 33.994622)
5024,8003.0,Sunset / Chautauqua,POINT (-118.518328 34.041281)
9824,16286.0,Sunset / Chautauqua,POINT (-118.517983 34.041524)
9832,16295.0,Sunset / Brooktree,POINT (-118.51534 34.04555)
5020,7999.0,Sunset / Brooktree,POINT (-118.514621 34.045644)
5014,7993.0,Sunset / Amalfi,POINT (-118.509822 34.04631)
9826,16289.0,Sunset / Amalfi,POINT (-118.509344 34.046419)
4028,6397.0,Sunset / Will Rogers State Park,POINT (-118.512992 34.046956)
7121,11737.0,Mindanao / Marina,POINT (-118.438221 33.982511)
1990,3247.0,Mindanao / Marina,POINT (-118.437864 33.983086)
7123,11741.0,Mindanao / Glencoe,POINT (-118.437493 33.9853)
1994,3251.0,Mindanao / Glencoe,POINT (-118.43722 33.985372)
1993,3250.0,Mindanao / Alla,POINT (-118.433364 33.987878)
7122,11740.0,Mindanao / Alla,POINT (-118.433628 33.987979)
3936,6244.0,Short / Mascagni,POINT (-118.427733 33.990624)
8775,14627.0,Short / Kenyon,POINT (-118.427965 33.990742)
3935,6243.0,Short / Centinela,POINT (-118.423455 33.992739)
8774,14626.0,Short / Centinela,POINT (-118.423717 33.99284)
7320,12125.0,Jefferson / Margaret,POINT (-118.403539 33.98505)
378,621.0,Centinela / Marina Fwy,POINT (-118.413795 33.985111)
5720,9187.0,Centinela / Marina Fwy,POINT (-118.413651 33.985359)
374,616.0,Centinela / Braddock,POINT (-118.419015 33.989352)
5715,9180.0,Centinela / Braddock,POINT (-118.418871 33.989595)
7981,13300.0,Centinela / Culver,POINT (-118.420744 33.990729)
2991,4840.0,Centinela / Culver,POINT (-118.420603 33.990971)
9205,15317.0,Venice / Sawtelle,POINT (-118.42 34.011555)
7120,11730.0,Mesmer / Major,POINT (-118.399837 33.98496)
1635,2705.0,Jefferson / Mesmer,POINT (-118.401304 33.986181)
6822,11195.0,Jefferson / Mesmer,POINT (-118.401592 33.986312)
4365,6931.0,Venice / Jasmine,POINT (-118.401445 34.021595)
9182,15283.0,Venice / Jasmine,POINT (-118.402161 34.021673)
4357,6915.0,Venice / Beethoven,POINT (-118.44098 33.999735)
4388,6969.0,Venice / Wade,POINT (-118.437732 34.001379)
9206,15319.0,Venice / Wade,POINT (-118.437975 34.001716)
4372,6942.0,Venice / Centinela,POINT (-118.433579 34.003466)
9191,15296.0,Venice / Centinela,POINT (-118.433908 34.003778)
4360,6925.0,Venice / Grand View,POINT (-118.43098 34.004866)
9177,15278.0,Venice / Grand View,POINT (-118.431496 34.005029)
4364,6930.0,Venice / Inglewood,POINT (-118.42893 34.005983)
9181,15282.0,Venice / Inglewood,POINT (-118.428939 34.006434)
4367,6933.0,Venice / McLaughlin,POINT (-118.424617 34.008428)
9184,15286.0,Venice / McLaughlin,POINT (-118.424879 34.008746)
1792,2953.0,Expo / Sepulveda Station,POINT (-118.434615 34.035198)
1664,2752.0,Sepulveda / Pico,POINT (-118.434949 34.036557)
1665,2753.0,Sepulveda / Pico,POINT (-118.435257 34.03738)
3792,6049.0,Santa Monica / Veteran,POINT (-118.440212 34.048733)
8632,14430.0,Santa Monica / Veteran,POINT (-118.440788 34.049047)
3799,6058.0,Santa Monica / Westwood,POINT (-118.436223 34.049866)
8639,14438.0,Santa Monica / Westwood,POINT (-118.437834 34.049871)
3228,5175.0,Westwood / Santa Monica,POINT (-118.437611 34.050273)
8640,14439.0,Westwood / Santa Monica,POINT (-118.437369 34.050436)
9175,15273.0,Venice / Sepulveda,POINT (-118.4167 34.013448)
9185,15287.0,Venice / Midvale,POINT (-118.411201 34.016567)
4370,6939.0,Venice / Overland,POINT (-118.406664 34.018632)
9189,15292.0,Venice / Overland,POINT (-118.407206 34.018814)
4368,6935.0,Venice / Motor,POINT (-118.403643 34.020349)
9186,15289.0,Venice / Motor,POINT (-118.404175 34.020523)
2828,4613.0,Century Park West / Solar,POINT (-118.418064 34.055544)
2506,4123.0,Olympic / Century Park East,POINT (-118.411658 34.05852)
5730,9208.0,Century Park West / Santa Monica,POINT (-118.421045 34.058619)
8297,13840.0,Robertson / 24th,POINT (-118.388111 34.039901)
2917,4731.0,Pico / Beverwil,POINT (-118.398792 34.0549)
2916,4729.0,Beverly / Pico,POINT (-118.39545 34.055551)
1020,1728.0,Beverly / Whitworth,POINT (-118.396248 34.05673)
3785,6037.0,Santa Monica / Overland,POINT (-118.432985 34.051273)
8625,14417.0,Santa Monica / Overland,POINT (-118.433603 34.051351)
8638,14437.0,Santa Monica / Westholme,POINT (-118.429945 34.053815)
3798,6057.0,Santa Monica / Westholme,POINT (-118.429091 34.053986)
8631,14429.0,Santa Monica / Thayer,POINT (-118.426931 34.055801)
3791,6048.0,Santa Monica / Thayer,POINT (-118.426429 34.05582)
8628,14422.0,Santa Monica / Beverly Glen,POINT (-118.424648 34.057411)
3787,6040.0,Santa Monica / Beverly Glen,POINT (-118.423718 34.057689)
5280,8461.0,Wilshire / Selby,POINT (-118.438083 34.060188)
10107,16765.0,Wilshire / Selby,POINT (-118.437847 34.060502)
3258,5208.0,Westwood / Wilshire,POINT (-118.44378 34.05841)
5285,8469.0,Wilshire / Westwood,POINT (-118.44353 34.058756)
750,1285.0,Wilshire / Westwood,POINT (-118.443378 34.058801)
10067,16693.0,Wilshire / Glendon,POINT (-118.442512 34.059279)
5188,8266.0,Westwood / Lindbrook,POINT (-118.444369 34.059542)
9995,16555.0,Westwood / Weyburn,POINT (-118.445519 34.062714)
9741,16131.0,Olympic / Century Park East,POINT (-118.411894 34.058689)
1987,3239.0,Century Park West / Santa Monica,POINT (-118.421112 34.059077)
3795,6053.0,Santa Monica / Century Park West,POINT (-118.420913 34.059147)
8635,14433.0,Santa Monica / Century Park West,POINT (-118.421937 34.059248)
8589,14363.0,Santa Monica / Avenue Of The Stars,POINT (-118.4192 34.061214)
3719,5917.0,Santa Monica / Avenue Of The Stars,POINT (-118.417966 34.06154)
5284,8468.0,Wilshire / Westholme,POINT (-118.433754 34.061372)
10112,16775.0,Wilshire / Westholme,POINT (-118.433601 34.061782)
1781,2937.0,Le Conte / Hilgard,POINT (-118.441422 34.064136)
10110,16773.0,Wilshire / Warner,POINT (-118.432392 34.064196)
1468,2442.0,Hilgard / Le Conte,POINT (-118.440904 34.064259)
5282,8466.0,Wilshire / Warner,POINT (-118.431894 34.064368)
1469,2443.0,Hilgard / Manning,POINT (-118.439579 34.066476)
5251,8408.0,Wilshire / Beverly Glen,POINT (-118.428968 34.066722)
6690,10979.0,Hilgard / Manning,POINT (-118.439535 34.066924)
10073,16704.0,Wilshire / Beverly Glen,POINT (-118.428689 34.067136)
2088,3404.0,Century City Terminal,POINT (-118.417161 34.062083)
8590,14367.0,Santa Monica / Century Park East,POINT (-118.416475 34.063032)
3720,5918.0,Santa Monica / Century Park East,POINT (-118.4156 34.063159)
11449,104713.0,Westwood / Le Conte,POINT (-118.445186 34.063556)
1780,2936.0,Le Conte / Gayley,POINT (-118.447907 34.063582)
6973,11426.0,Le Conte / Broxton,POINT (-118.446732 34.063594)
1783,2939.0,Le Conte / Westwood,POINT (-118.445005 34.063623)
1782,2938.0,Le Conte / Tiverton,POINT (-118.442602 34.063664)
6974,11427.0,Le Conte / Gayley,POINT (-118.448046 34.063718)
6976,11433.0,Le Conte / Westwood,POINT (-118.445105 34.063765)
6975,11429.0,Le Conte / Tiverton,POINT (-118.442754 34.063793)
6561,10726.0,Gayley / Landfair,POINT (-118.44766 34.065495)
1318,2189.0,Gayley / Landfair,POINT (-118.4478 34.065811)
5230,8366.0,Wilshire / LA Country Club,POINT (-118.422323 34.067675)
10054,16665.0,Wilshire / LA Country Club,POINT (-118.421977 34.067882)
5242,8392.0,Wilshire / Comstock,POINT (-118.425533 34.067848)
10065,16690.0,Wilshire / Comstock,POINT (-118.425254 34.06814)
6692,10985.0,Hilgard / Westholme,POINT (-118.439112 34.069373)
6691,10984.0,Hilgard / Westholme,POINT (-118.438855 34.069443)
6693,10988.0,Hilgard / Wyton,POINT (-118.43808 34.074189)
1474,2452.0,Hilgard / Wyton,POINT (-118.437923 34.07439)
1467,2441.0,Hilgard / Charing Cross,POINT (-118.438891 34.077648)
6689,10977.0,Hilgard / Sunset,POINT (-118.439296 34.078001)
4033,6403.0,Sunset / Charing Cross,POINT (-118.430126 34.079375)
8863,14776.0,Sunset / Charing Cross,POINT (-118.430018 34.07965)
5682,9124.0,Burton / Doheny,POINT (-118.389501 34.072495)
2596,4246.0,Pacific Coast Highway / Temescal Canyon,POINT (-118.535963 34.035821)
7657,12739.0,Pacific Coast Highway / Temescal Canyon,POINT (-118.535517 34.035878)
12079,70500003.0,Temescal Canyon / Pacific Coast Highway,POINT (-118.535684 34.036067)
2576,4224.0,16321 Pacific Coast Highway,POINT (-118.54089 34.038267)
4021,6390.0,Pacific Coast Highway / Sunset,POINT (-118.555965 34.038399)
7647,12724.0,16321 Pacific Coast Highway,POINT (-118.540856 34.038599)
8858,14763.0,Pacific Coast Highway / Sunset,POINT (-118.556324 34.038719)
8877,14799.0,Sunset / Pacific Coast Highway,POINT (-118.554907 34.039101)
7648,12725.0,Pacific Coast Highway / Bel Air Bay Club,POINT (-118.54606 34.039474)
4049,6428.0,Sunset / Pacific Coast Highway Layover,POINT (-118.554291 34.039712)
2578,4226.0,Pacific Coast Highway / Bel Air Bay Club,POINT (-118.546386 34.039789)
7654,12736.0,Pacific Coast Highway / Porto Marina,POINT (-118.560391 34.040203)
4038,6411.0,Sunset / Marquez,POINT (-118.548999 34.04172)
4023,6392.0,Sunset / Paseo Miramar,POINT (-118.553777 34.04244)
4025,6394.0,Sunset / Salerno,POINT (-118.545779 34.042877)
5031,8010.0,Sunset / Drummond,POINT (-118.520715 34.043038)
9839,16303.0,Sunset / Drummond,POINT (-118.520628 34.043316)
4022,6391.0,Sunset / Palisades,POINT (-118.552119 34.044289)
5023,8002.0,Sunset / Carey,POINT (-118.523234 34.045079)
4019,6387.0,Sunset / Livorno,POINT (-118.543572 34.04519)
9835,16298.0,Sunset / Carey,POINT (-118.52313 34.045355)
8856,14761.0,Sunset / Monument,POINT (-118.524016 34.046109)
5036,8017.0,Sunset / La Cruz,POINT (-118.524465 34.046129)
8938,14888.0,Temescal Canyon / Bowdoin,POINT (-118.530461 34.046427)
5081,8081.0,Sunset / Swarthmore,POINT (-118.52563 34.047108)
9889,16365.0,Sunset / Swarthmore,POINT (-118.525861 34.047681)
4026,6395.0,Sunset / Via De La Paz,POINT (-118.527081 34.04794)
4029,6399.0,Sunset / Marquez,POINT (-118.54299 34.048095)
8860,14766.0,Sunset / Via De La Paz,POINT (-118.527185 34.048211)
4037,6409.0,Sunset / Las Casas,POINT (-118.541863 34.048372)
2592,4242.0,Pacific Coast Highway / Porto Marina,POINT (-118.560534 34.03998)
2033,3323.0,Mulholland / Topanga Canyon,POINT (-118.604876 34.151067)
11049,20010.0,Topanga Canyon / Mulholland,POINT (-118.60493 34.151339)
4424,7024.0,Ventura / Kelvin,POINT (-118.585994 34.166307)
3788,6041.0,Santa Monica / Bundy,POINT (-118.463037 34.040566)
8629,14423.0,Santa Monica / Bundy,POINT (-118.463088 34.040841)
10075,16709.0,Wilshire / Carmelina,POINT (-118.470281 34.042005)
5249,8404.0,Wilshire / McClellan,POINT (-118.469674 34.04214)
11446,104706.0,Wilshire / Bundy,POINT (-118.467558 34.043849)
11443,104702.0,Wilshire / Bundy,POINT (-118.467711 34.044076)
5253,8411.0,Wilshire / Bundy,POINT (-118.467203 34.044136)
5241,8390.0,Wilshire / Brockton,POINT (-118.465228 34.045743)
10064,16689.0,Wilshire / Brockton,POINT (-118.465145 34.046166)
5277,8455.0,Wilshire / Westgate,POINT (-118.463539 34.047118)
10102,16757.0,Wilshire / Westgate,POINT (-118.463456 34.047566)
8627,14421.0,Santa Monica / Barrington,POINT (-118.456528 34.04371)
3786,6039.0,Santa Monica / Barrington,POINT (-118.455783 34.043754)
761,1298.0,Nebraska / Sepulveda,POINT (-118.44332 34.045729)
3755,5991.0,Santa Monica / Corinth,POINT (-118.449668 34.046019)
8591,14369.0,Santa Monica / Corinth,POINT (-118.449459 34.046349)
3789,6042.0,Sepulveda / Santa Monica,POINT (-118.444179 34.047254)
8633,14431.0,Santa Monica / Sepulveda,POINT (-118.444893 34.047614)
8630,14424.0,Santa Monica / Sepulveda,POINT (-118.443508 34.0478)
8862,14768.0,Sunset / Will Rogers State Park,POINT (-118.513153 34.047348)
5041,8026.0,Sunset / Minorca,POINT (-118.50661 34.048511)
9850,16316.0,Sunset / Minorca,POINT (-118.506679 34.048901)
4017,6384.0,Sunset / Evans,POINT (-118.511365 34.050351)
5067,8061.0,Sunset / Napoli,POINT (-118.504947 34.050793)
9877,16349.0,Sunset / Napoli,POINT (-118.505025 34.051161)
8852,14754.0,Sunset / Evans,POINT (-118.511146 34.051199)
5022,8001.0,Sunset / Capri,POINT (-118.502651 34.052718)
9834,16297.0,Sunset / Capri,POINT (-118.502429 34.053041)
2730,4485.0,Paul Revere Junior High,POINT (-118.495549 34.054814)
11447,104707.0,Wilshire / Barrington,POINT (-118.460943 34.049274)
10072,16702.0,Wilshire / Barrington,POINT (-118.461277 34.049352)
12092,72000002.0,Wilshire / Barrington,POINT (-118.461158 34.049454)
11448,104708.0,Wilshire / Federal,POINT (-118.45923 34.050594)
5244,8395.0,Wilshire / Federal,POINT (-118.459436 34.05078)
5015,7994.0,Sunset / Anita,POINT (-118.482781 34.057482)
5072,8069.0,Sunset / Carmelina,POINT (-118.480822 34.057698)
9827,16290.0,Sunset / Anita,POINT (-118.482961 34.057701)
9882,16355.0,Sunset / Carmelina,POINT (-118.480606 34.05804)
5074,8072.0,Sunset / Kenter,POINT (-118.478349 34.058365)
5013,7992.0,Sunset / Allenford,POINT (-118.496993 34.0555)
9825,16288.0,Sunset / Allenford,POINT (-118.497307 34.055623)
5019,7998.0,Sunset / Bristol,POINT (-118.487728 34.056475)
5021,8000.0,Sunset / Burlingame,POINT (-118.491188 34.056508)
9831,16294.0,Sunset / Bristol,POINT (-118.488683 34.056603)
9833,16296.0,Sunset / Burlingame,POINT (-118.491193 34.05678)
5073,8070.0,Sunset / Cliffwood,POINT (-118.485757 34.057035)
4027,6396.0,Sunset / Westcove,POINT (-118.495884 34.057275)
9883,16356.0,Sunset / Cliffwood,POINT (-118.485468 34.057347)
8861,14767.0,Sunset / Westcove,POINT (-118.496147 34.057579)
9884,16358.0,Sunset / Kenter,POINT (-118.478199 34.058706)
5071,8068.0,Sunset / Bundy,POINT (-118.476028 34.060075)
9881,16354.0,Sunset / Bundy,POINT (-118.475843 34.060557)
5075,8074.0,Sunset / Saltair,POINT (-118.474727 34.061121)
9885,16360.0,Sunset / Saltair,POINT (-118.4746 34.061592)
5076,8076.0,Sunset / Westgate,POINT (-118.472853 34.062668)
9875,16347.0,Sunset / Westgate,POINT (-118.472257 34.063497)
9830,16293.0,Sunset / Barrington,POINT (-118.470956 34.064579)
5070,8067.0,Sunset / Barrington,POINT (-118.470106 34.065003)
2010,3278.0,Montana / Sepulveda,POINT (-118.460914 34.067435)
7134,11769.0,Montana / Sepulveda,POINT (-118.461122 34.067461)
431,705.0,Church / Farlin,POINT (-118.463081 34.068141)
2009,3277.0,Montana / Bentley,POINT (-118.459747 34.068997)
7133,11768.0,Montana / Bentley,POINT (-118.459421 34.069155)
432,706.0,Church / Homedale,POINT (-118.464094 34.069308)
5077,8077.0,Sunset / Woodburn,POINT (-118.469492 34.069647)
8349,13931.0,Sepulveda / Homedale,POINT (-118.463298 34.069709)
9886,16361.0,Sunset / Woodburn,POINT (-118.469705 34.069976)
433,707.0,Church / Joffre,POINT (-118.465234 34.070529)
5025,8004.0,Sunset / Church,POINT (-118.468076 34.072172)
5026,8005.0,Sunset / Church,POINT (-118.467508 34.072185)
5766,9269.0,Church / 405 Fwy Off-Ramp,POINT (-118.468538 34.073338)
8876,14796.0,Sepulveda / Sepulveda Way,POINT (-118.466277 34.073402)
11687,142063.0,Church / 405 Fwy Off-Ramp,POINT (-118.468527 34.073745)
5765,9268.0,Church / Sepulveda,POINT (-118.468928 34.075131)
8702,14526.0,Sepulveda / Getty Center,POINT (-118.474937 34.088388)
3862,6144.0,Sepulveda / Getty Center,POINT (-118.474713 34.088963)
868,1489.0,Sepulveda / Mountaingate,POINT (-118.482791 34.115226)
841,1439.0,Sepulveda / Mountaingate,POINT (-118.482497 34.115227)
3668,5810.0,Sepulveda / Skirball Center,POINT (-118.478287 34.124887)
4048,6427.0,Sunset / Northfield,POINT (-118.538202 34.048402)
4035,6406.0,Sunset / El Medio,POINT (-118.532961 34.048659)
4031,6401.0,Sunset / Bienveneda,POINT (-118.539865 34.04876)
4039,6412.0,Sunset / Muskingum,POINT (-118.535937 34.048813)
1056,1799.0,Temescal Canyon / Sunset,POINT (-118.529507 34.049545)
9890,16366.0,Sunset / Temescal Canyon,POINT (-118.529601 34.049712)
9271,15406.0,Ventura / White Oak,POINT (-118.519081 34.162752)
4455,7060.0,Ventura / Zelzah,POINT (-118.522601 34.163629)
5378,8585.0,Ventura / Zelzah,POINT (-118.522579 34.163893)
10207,16904.0,Zelzah / Ventura,POINT (-118.5221 34.163972)
1320,2191.0,Gayley / Strathmore,POINT (-118.44891 34.068274)
6563,10728.0,Gayley / Strathmore,POINT (-118.449038 34.068823)
2008,3275.0,Montana / Veteran,POINT (-118.455178 34.070268)
1319,2190.0,Gayley / Landfair,POINT (-118.453299 34.070368)
6564,10729.0,Gayley / Veteran,POINT (-118.454809 34.070478)
6562,10727.0,Gayley / Landfair,POINT (-118.453159 34.070676)
5017,7996.0,Sunset / Bellagio,POINT (-118.454696 34.076383)
9829,16292.0,Sunset / Bellagio,POINT (-118.454648 34.076757)
4445,7048.0,Ventura / Beverly Glen,POINT (-118.445539 34.150278)
11217,20258.0,Ventura / Van Nuys,POINT (-118.447977 34.150646)
4020,6388.0,Sunset / Mandeville Canyon,POINT (-118.494232 34.060425)
8855,14759.0,Sunset / Mandeville Canyon,POINT (-118.493826 34.060515)
4426,7028.0,Ventura / Libbit,POINT (-118.487692 34.156818)
9249,15378.0,Ventura / Libbit,POINT (-118.488296 34.157156)
4422,7022.0,Ventura / Hayvenhurst,POINT (-118.492042 34.157407)
